Location,Date,Population,People_Vaccinated
India,15-04-2022,1407563842,1789504081
India,16-04-2022,1407563842,1789504081
India,17-04-2022,1407563842,1789504081
India,18-04-2022,1407563842,1789504081
India,19-04-2022,1407563842,1791704144
India,20-04-2022,1407563842,1792449091
India,21-04-2022,1407563842,1794161408
India,22-04-2022,1407563842,1796120246
India,23-04-2022,1407563842,1796120246
India,24-04-2022,1407563842,1796120246
India,25-04-2022,1407563842,1796984093
India,26-04-2022,1407563842,1799433710
India,27-04-2022,1407563842,1801708719
India,28-04-2022,1407563842,1803941989
India,29-04-2022,1407563842,1807242388
India,30-04-2022,1407563842,1808943694
India,01-05-2022,1407563842,1811200705
India,02-05-2022,1407563842,1812035122
India,03-05-2022,1407563842,1813585295
India,04-05-2022,1407563842,1814360144
India,05-05-2022,1407563842,1815998357
India,06-05-2022,1407563842,1817883468
India,07-05-2022,1407563842,1819828773
India,08-05-2022,1407563842,1821676788
India,09-05-2022,1407563842,1823088518
India,10-05-2022,1407563842,1824730844
India,11-05-2022,1407563842,1826348701
India,12-05-2022,1407563842,1827992525
India,13-05-2022,1407563842,1829566166
India,14-05-2022,1407563842,1831251440
India,15-05-2022,1407563842,1832650433
India,16-05-2022,1407563842,1833197312
India,17-05-2022,1407563842,1834494357
India,18-05-2022,1407563842,1836047007
India,19-05-2022,1407563842,1837592780
India,20-05-2022,1407563842,1839232451
India,21-05-2022,1407563842,1840901565
India,22-05-2022,1407563842,1842340016
India,23-05-2022,1407563842,1843341659
India,24-05-2022,1407563842,1844824823
India,25-05-2022,1407563842,1846261459
India,26-05-2022,1407563842,1847755395
India,27-05-2022,1407563842,1849334101
India,28-05-2022,1407563842,1850907645
India,29-05-2022,1407563842,1852155413
India,30-05-2022,1407563842,1852612709
India,31-05-2022,1407563842,1853968790
India,01-06-2022,1407563842,1856199697
India,02-06-2022,1407563842,1856489928
India,03-06-2022,1407563842,1857820977
India,04-06-2022,1407563842,1859125859
India,05-06-2022,1407563842,1860225466
India,06-06-2022,1407563842,1860726480
India,07-06-2022,1407563842,1862140087
India,08-06-2022,1407563842,1863795637
India,09-06-2022,1407563842,1865486650
India,10-06-2022,1407563842,1867151400
India,11-06-2022,1407563842,1868775060
India,12-06-2022,1407563842,1870253622
India,13-06-2022,1407563842,1871447417
India,14-06-2022,1407563842,1873029851
India,15-06-2022,1407563842,1874547848
India,16-06-2022,1407563842,1876216741
India,17-06-2022,1407563842,1877907076
India,18-06-2022,1407563842,1879530797
India,19-06-2022,1407563842,1880761211
India,20-06-2022,1407563842,1881260653
India,21-06-2022,1407563842,1882683722
India,22-06-2022,1407563842,1884058643
India,23-06-2022,1407563842,1885695949
India,24-06-2022,1407563842,1887242921
India,25-06-2022,1407563842,1888934222
India,26-06-2022,1407563842,1890115286
India,27-06-2022,1407563842,1890732259
India,28-06-2022,1407563842,1892614414
India,29-06-2022,1407563842,1894084541
India,30-06-2022,1407563842,1895597270
India,01-07-2022,1407563842,1896832511
India,02-07-2022,1407563842,1897880883
India,03-07-2022,1407563842,1898813568
India,04-07-2022,1407563842,1899180679
India,05-07-2022,1407563842,1900369634
India,06-07-2022,1407563842,1901447581
India,07-07-2022,1407563842,1902842942
India,08-07-2022,1407563842,1904596645
India,09-07-2022,1407563842,1904596645
India,10-07-2022,1407563842,1904596645
India,11-07-2022,1407563842,1905673471
India,12-07-2022,1407563842,1906875948
India,13-07-2022,1407563842,1908928661
India,14-07-2022,1407563842,1911858130
India,15-07-2022,1407563842,1914653341
India,16-07-2022,1407563842,1914653341
India,17-07-2022,1407563842,1914653341
India,18-07-2022,1407563842,1914653341
India,19-07-2022,1407563842,1916560021
India,20-07-2022,1407563842,1916560021
